word,sentence1,sentence2,same,ambiguity_type,mean_relatedness,distance_bert,distance_elmo
foundation,It was an educational foundation.,It was a concrete foundation.,False,Polysemy,1.555555556,0.369950593,0.081631422
foundation,It was a charitable foundation.,It was an educational foundation.,True,Polysemy,3.066666667,0.13188982,0.057687521
foundation,It was a wooden foundation.,It was a concrete foundation.,True,Polysemy,3.764705882,0.068252504,0.048521876
function,It was a mathematical function.,It was a social function.,False,Polysemy,0.933333333,0.305757463,0.082315564
function,It was a mathematical function.,It was a business function.,False,Polysemy,0.266666667,0.270422041,0.082114339
function,It was a linear function.,It was a social function.,False,Polysemy,0.2,0.477748871,0.093588471
function,It was a linear function.,It was a business function.,False,Polysemy,0.5,0.463516176,0.093616426
function,It was a mathematical function.,It was a linear function.,True,Polysemy,3.75,0.164885163,0.041750014
function,It was a social function.,It was a business function.,True,Polysemy,3.384615385,0.084936082,0.051722288
ground,He was on the firm ground.,He was on the camp ground.,False,Polysemy,2.285714286,0.308426082,0.066148043
ground,He was on the firm ground.,He was on the parade ground.,False,Polysemy,1.846153846,0.33117944,0.072730541
ground,He was on the frozen ground.,He was on the camp ground.,False,Polysemy,2.923076923,0.238362193,0.047380745
ground,He was on the frozen ground.,He was on the parade ground.,False,Polysemy,3.5,0.350116193,0.06280309
ground,He was on the firm ground.,He was on the frozen ground.,True,Polysemy,3.615384615,0.268796027,0.078346133
ground,He was on the camp ground.,He was on the parade ground.,True,Polysemy,3.285714286,0.222591102,0.027148664
guard,They liked the night guard.,They liked the coast guard.,False,Polysemy,2.647058824,0.296960831,0.084294081
guard,They liked the night guard.,They liked the national guard.,False,Polysemy,1.777777778,0.255502522,0.068060756
guard,They liked the security guard.,They liked the coast guard.,False,Polysemy,3.615384615,0.323509276,0.08933562
guard,They liked the security guard.,They liked the national guard.,False,Polysemy,3.454545455,0.289503992,0.079711378
guard,They liked the night guard.,They liked the security guard.,True,Polysemy,3.454545455,0.201911449,0.04474318
guard,They liked the coast guard.,They liked the national guard.,True,Polysemy,3.8125,0.165234149,0.077930093
guide,He had an assembly guide.,He had a talkative guide.,False,Polysemy,2.333333333,0.165287137,0.071446717
guide,He had an assembly guide.,He had a friendly guide.,False,Polysemy,2.25,0.215485573,0.077599823
guide,He had a TV guide.,He had a talkative guide.,False,Polysemy,1.1875,0.275434554,0.073995888
guide,He had a TV guide.,He had a friendly guide.,False,Polysemy,1.0,0.31368345,0.076377749
guide,He had an assembly guide.,He had a TV guide.,True,Polysemy,2.272727273,0.24040103,0.065190911
guide,He had a talkative guide.,He had a friendly guide.,True,Polysemy,3.875,0.087630928,0.029138327
hail,They hailed a cab.,They hailed a friend.,False,Polysemy,2.4,0.281277299,0.097313643
hail,They hailed a cab.,They hailed a guest.,False,Polysemy,1.727272727,0.294083297,0.092353225
hail,They hailed a taxi.,They hailed a friend.,False,Polysemy,2.692307692,0.277096033,0.095104337
hail,They hailed a taxi.,They hailed a guest.,False,Polysemy,2.1,0.294228375,0.096482575
hail,They hailed a cab.,They hailed a taxi.,True,Polysemy,4.0,0.028505385,0.029815912
hail,They hailed a friend.,They hailed a guest.,True,Polysemy,3.315789474,0.11702776,0.048453987
home,It was a summer home.,It was a funeral home.,False,Polysemy,2.153846154,0.321417093,0.11115998
home,It was a summer home.,It was a nursing home.,False,Polysemy,3.421052632,0.294550896,0.111939251
home,It was a childhood home.,It was a funeral home.,False,Polysemy,2.076923077,0.324015737,0.089763939
home,It was a childhood home.,It was a nursing home.,False,Polysemy,3.5,0.328268707,0.094116032
home,It was a summer home.,It was a childhood home.,True,Polysemy,3.818181818,0.097551465,0.053443015
home,It was a funeral home.,It was a nursing home.,True,Polysemy,2.846153846,0.190919042,0.052004874
intelligence,They had natural intelligence.,They had classified intelligence.,False,Polysemy,1.8,0.364275575,0.15520227
intelligence,They had natural intelligence.,They had military intelligence.,False,Polysemy,3.333333333,0.334796607,0.092460513
intelligence,They had innate intelligence.,They had classified intelligence.,False,Polysemy,2.333333333,0.356527925,0.215245664
intelligence,They had innate intelligence.,They had military intelligence.,False,Polysemy,3.3125,0.343083978,0.154103637
intelligence,They had natural intelligence.,They had innate intelligence.,True,Polysemy,3.545454545,0.052037835,0.049465179
intelligence,They had classified intelligence.,They had military intelligence.,True,Polysemy,3.588235294,0.075024784,0.121954203
issue,It was a sensitive issue.,It was a weekly issue.,False,Polysemy,0.8,0.488652408,0.088909268
issue,It was a sensitive issue.,It was a special issue.,False,Polysemy,3.444444444,0.307942808,0.068591475
issue,It was a political issue.,It was a weekly issue.,False,Polysemy,1.75,0.460301161,0.080926478
issue,It was a political issue.,It was a special issue.,False,Polysemy,2.235294118,0.342561364,0.074750662
issue,It was a sensitive issue.,It was a political issue.,True,Polysemy,3.8,0.088626802,0.034658849
issue,It was a weekly issue.,It was a special issue.,True,Polysemy,2.642857143,0.26971966,0.067211151
jam,It was a blackberry jam.,It was a traffic jam.,False,Homonymy,0.071428571,0.442857265,0.108810067
jam,It was a blackberry jam.,It was a paper jam.,False,Homonymy,0.538461538,0.114704907,0.072253227
jam,It was a peach jam.,It was a traffic jam.,False,Homonymy,0.0,0.450755119,0.099556148
jam,It was a peach jam.,It was a paper jam.,False,Homonymy,0.066666667,0.154984951,0.054440141
jam,It was a blackberry jam.,It was a peach jam.,True,Homonymy,4.0,0.106470287,0.013601124
jam,It was a traffic jam.,It was a paper jam.,True,Homonymy,2.1,0.395899713,0.070620716
key,It was a duplicate key.,It was a delete key.,False,Polysemy,1.076923077,0.084568501,0.069850564
key,It was a duplicate key.,It was a backspace key.,False,Polysemy,0.454545455,0.138863146,0.048993409
key,It was a master key.,It was a delete key.,False,Polysemy,0.75,0.100652397,0.116315901
key,It was a master key.,It was a backspace key.,False,Polysemy,0.916666667,0.185944676,0.07235074
key,It was a duplicate key.,It was a master key.,True,Polysemy,3.909090909,0.059563339,0.068055868
key,It was a delete key.,It was a backspace key.,True,Polysemy,3.666666667,0.115159452,0.070094943
lamb,They liked the marinated lamb.,They liked the cute lamb.,False,Polysemy,3.3,0.091305315,0.052619398
lamb,They liked the marinated lamb.,They liked the friendly lamb.,False,Polysemy,3.0,0.110114396,0.061512589
lamb,They liked the grilled lamb.,They liked the cute lamb.,False,Polysemy,3.466666667,0.08867979,0.05507952
lamb,They liked the grilled lamb.,They liked the friendly lamb.,False,Polysemy,3.294117647,0.107629597,0.059822142
lamb,They liked the marinated lamb.,They liked the grilled lamb.,True,Polysemy,4.0,0.041544676,0.236713231
lamb,They liked the cute lamb.,They liked the friendly lamb.,True,Polysemy,3.636363636,0.032332778,0.022594988
lap,She lapped the milk.,She lapped the runners.,False,Homonymy,0.2,0.331312001,0.118968368
lap,She lapped the milk.,She lapped the competitors.,False,Homonymy,0.333333333,0.412111938,0.140125692
lap,She lapped the water.,She lapped the runners.,False,Homonymy,0.333333333,0.179503739,0.07594049
lap,She lapped the water.,She lapped the competitors.,False,Homonymy,0.5,0.295544863,0.102032185
lap,She lapped the milk.,She lapped the water.,True,Homonymy,3.625,0.180359662,0.078547239
lap,She lapped the runners.,She lapped the competitors.,True,Homonymy,3.45,0.108225286,0.041925013
load,She loaded the gun.,She loaded the truck.,False,Polysemy,2.142857143,0.25092721,0.067025781
load,She loaded the gun.,She loaded the van.,False,Polysemy,2.466666667,0.221700847,0.069086552
load,She loaded the rifle.,She loaded the truck.,False,Polysemy,2.538461538,0.205683231,0.083544791
load,She loaded the rifle.,She loaded the van.,False,Polysemy,2.5,0.178631902,0.084087253
load,She loaded the gun.,She loaded the rifle.,True,Polysemy,4.0,0.046735942,0.031222999
load,She loaded the truck.,She loaded the van.,True,Polysemy,4.0,0.035642982,0.01317215
lock,She had curly locks.,She had window locks.,False,Homonymy,0.0,0.364491343,0.09430939
lock,She had curly locks.,She had door locks.,False,Homonymy,0.0,0.380106211,0.101951361
lock,She had brown locks.,She had window locks.,False,Homonymy,0.210526316,0.375346899,0.067510068
lock,She had brown locks.,She had door locks.,False,Homonymy,0.333333333,0.380734086,0.070536137
lock,She had curly locks.,She had brown locks.,True,Homonymy,3.785714286,0.049814999,0.032923996
lock,She had window locks.,She had door locks.,True,Homonymy,3.555555556,0.060202837,0.021203756
lunch,They liked the hot lunch.,They liked the afternoon lunch.,False,Polysemy,3.785714286,0.073074341,0.053751588
lunch,They liked the hot lunch.,They liked the women's lunch.,False,Polysemy,3.388888889,0.468395352,0.04511404
lunch,They liked the sandwich lunch.,They liked the afternoon lunch.,False,Polysemy,3.857142857,0.132222176,0.034859002
lunch,They liked the sandwich lunch.,They liked the women's lunch.,False,Polysemy,3.583333333,0.470807552,0.033152342
lunch,They liked the hot lunch.,They liked the sandwich lunch.,True,Polysemy,3.933333333,0.127897918,0.032467186
lunch,They liked the afternoon lunch.,They liked the women's lunch.,True,Polysemy,4.0,0.46317637,0.055760741
market,He liked the flea market.,He liked the housing market.,False,Polysemy,2.555555556,0.20639205,0.126381278
market,He liked the flea market.,He liked the stock market.,False,Polysemy,2.285714286,0.310365856,0.132387996
market,He liked the fish market.,He liked the housing market.,False,Polysemy,2.263157895,0.179006577,0.119191766
market,He liked the fish market.,He liked the stock market.,False,Polysemy,1.9,0.278942943,0.124048412
market,He liked the flea market.,He liked the fish market.,True,Polysemy,3.923076923,0.097855568,0.052541792
market,He liked the housing market.,He liked the stock market.,True,Polysemy,3.083333333,0.230547428,0.082978725
match,It was a lit match.,It was a soccer match.,False,Homonymy,0.111111111,0.462172866,0.06049633
match,It was a lit match.,It was a tennis match.,False,Homonymy,0.0,0.469395101,0.078830719
match,It was a burning match.,It was a soccer match.,False,Homonymy,0.3125,0.468630493,0.067629695
match,It was a burning match.,It was a tennis match.,False,Homonymy,0.555555556,0.500597209,0.080270708
match,It was a lit match.,It was a burning match.,True,Homonymy,4.0,0.091742992,0.035631716
match,It was a soccer match.,It was a tennis match.,True,Homonymy,3.666666667,0.156254768,0.045688748
medicine,It was cough medicine.,It was orthopedic medicine.,False,Polysemy,2.666666667,0.246646047,0.076702595
medicine,It was cough medicine.,It was veterinary medicine.,False,Polysemy,2.444444444,0.290193081,0.069652915
medicine,It was prescription medicine.,It was orthopedic medicine.,False,Polysemy,3.222222222,0.252791405,0.073477268
medicine,It was prescription medicine.,It was veterinary medicine.,False,Polysemy,3.5,0.270864844,0.065626502
medicine,It was cough medicine.,It was prescription medicine.,True,Polysemy,3.5625,0.135519445,0.045588255
medicine,It was orthopedic medicine.,It was veterinary medicine.,True,Polysemy,3.833333333,0.184719861,0.040844679
message,There was a phone message.,There was an urgent message.,False,Polysemy,3.5,0.155624568,0.098115146
message,There was a phone message.,There was a clear message.,False,Polysemy,2.125,0.307215214,0.135635555
message,There was a computer message.,There was an urgent message.,False,Polysemy,3.0,0.132769883,0.115331888
message,There was a computer message.,There was a clear message.,False,Polysemy,2.8125,0.257606506,0.148432255
message,There was a phone message.,There was a computer message.,True,Polysemy,3.727272727,0.093497396,0.052448511
message,There was an urgent message.,There was a clear message.,True,Polysemy,3.705882353,0.172176361,0.040417314
mold,It was a fungal mold.,It was a rubber mold.,False,Homonymy,0.133333333,0.203066468,0.105068564
mold,It was a fungal mold.,It was a clay mold.,False,Homonymy,0.916666667,0.170827806,0.093459785
mold,It was a harmful mold.,It was a rubber mold.,False,Homonymy,0.111111111,0.219214261,0.11547327
mold,It was a harmful mold.,It was a clay mold.,False,Homonymy,0.357142857,0.185368598,0.108413815
mold,It was a fungal mold.,It was a harmful mold.,True,Homonymy,3.0625,0.115669966,0.068282306
mold,It was a rubber mold.,It was a clay mold.,True,Homonymy,3.727272727,0.137601793,0.037674487
mole,She saw the cancerous mole.,She saw the cute mole.,False,Homonymy,0.153846154,0.121985972,0.089485586
mole,She saw the cancerous mole.,She saw the fast mole.,False,Homonymy,0.166666667,0.16255635,0.091338396
mole,She saw the raised mole.,She saw the cute mole.,False,Homonymy,0.625,0.136322439,0.087554216
mole,She saw the raised mole.,She saw the fast mole.,False,Homonymy,1.15,0.133527815,0.073733807
mole,She saw the cancerous mole.,She saw the raised mole.,True,Homonymy,2.375,0.084662199,0.096459329
mole,She saw the cute mole.,She saw the fast mole.,True,Homonymy,2.375,0.171923518,0.074075401
movement,He liked the rhythmic movement.,He liked the feminist movement.,False,Polysemy,0.846153846,0.418435395,0.12679708
movement,He liked the rhythmic movement.,He liked the civil-rights movement.,False,Polysemy,0.538461538,0.619402647,0.100257814
movement,He liked the graceful movement.,He liked the feminist movement.,False,Polysemy,1.428571429,0.419799209,0.159288824
movement,He liked the graceful movement.,He liked the civil-rights movement.,False,Polysemy,0.833333333,0.664320558,0.112012863
movement,He liked the rhythmic movement.,He liked the graceful movement.,True,Polysemy,3.384615385,0.108740687,0.034734726
movement,He liked the feminist movement.,He liked the civil-rights movement.,True,Polysemy,4.0,0.518557727,0.067665219
newspaper,It was a national newspaper.,It was a faded newspaper.,False,Polysemy,3.9,0.234838784,0.085758209
newspaper,It was a national newspaper.,It was a shredded newspaper.,False,Polysemy,3.647058824,0.256969929,0.093657017
newspaper,It was a daily newspaper.,It was a faded newspaper.,False,Polysemy,4.0,0.152527511,0.073273778
newspaper,It was a daily newspaper.,It was a shredded newspaper.,False,Polysemy,3.777777778,0.257240891,0.085551262
newspaper,It was a national newspaper.,It was a daily newspaper.,True,Polysemy,4.0,0.11405164,0.041685343
newspaper,It was a faded newspaper.,It was a shredded newspaper.,True,Polysemy,3.833333333,0.079730213,0.033593297
orange,It was a juicy orange.,It was a bright orange.,False,Polysemy,2.0,0.307211459,0.065273941
orange,It was a juicy orange.,It was a reddish orange.,False,Polysemy,1.0,0.273911238,0.052660882
orange,It was a ripe orange.,It was a bright orange.,False,Polysemy,2.5,0.236619532,0.085292876
orange,It was a ripe orange.,It was a reddish orange.,False,Polysemy,1.916666667,0.226773024,0.090670049
orange,It was a juicy orange.,It was a ripe orange.,True,Polysemy,3.65,0.083839953,0.051941872
orange,It was a bright orange.,It was a reddish orange.,True,Polysemy,4.0,0.122556508,0.056215107
page,He saw the young page.,He saw the blank page.,False,Homonymy,0.166666667,0.240452111,0.096105754
page,He saw the young page.,He saw the ripped page.,False,Homonymy,0.333333333,0.225439787,0.095548153
page,He saw the loyal page.,He saw the blank page.,False,Homonymy,0.388888889,0.239609122,0.103726864
page,He saw the loyal page.,He saw the ripped page.,False,Homonymy,0.545454545,0.221343756,0.12424624
page,He saw the young page.,He saw the loyal page.,True,Homonymy,3.071428571,0.146082819,0.08013767
page,He saw the blank page.,He saw the ripped page.,True,Homonymy,3.384615385,0.077804208,0.044888258
palm,It was a calloused palm.,It was a tropical palm.,False,Homonymy,0.235294118,0.271009207,0.096294343
palm,It was a calloused palm.,It was a tree palm.,False,Homonymy,0.2,0.269844651,0.081980586
palm,It was a wrinkled palm.,It was a tropical palm.,False,Homonymy,0.285714286,0.339266062,0.120958984
palm,It was a wrinkled palm.,It was a tree palm.,False,Homonymy,0.25,0.323847413,0.089921772
palm,It was a calloused palm.,It was a wrinkled palm.,True,Homonymy,3.0,0.085626662,0.040128887
palm,It was a tropical palm.,It was a tree palm.,True,Homonymy,3.916666667,0.125965536,0.102179348
panel,It was a control panel.,It was an advisory panel.,False,Polysemy,0.8,0.337162554,0.105567575
panel,It was a control panel.,It was a consumer panel.,False,Polysemy,1.222222222,0.230144858,0.096629083
panel,It was an instrument panel.,It was an advisory panel.,False,Polysemy,1.5,0.372277975,0.117012918
panel,It was an instrument panel.,It was a consumer panel.,False,Polysemy,1.076923077,0.205780923,0.096011698
panel,It was a control panel.,It was an instrument panel.,True,Polysemy,1.8,0.077652931,0.066153884
panel,It was an advisory panel.,It was a consumer panel.,True,Polysemy,3.0,0.307659984,0.109875023
passage,It was a secret passage.,It was a literary passage.,False,Polysemy,0.1,0.351558268,0.07680124
passage,It was a secret passage.,It was a biblical passage.,False,Polysemy,0.428571429,0.417132974,0.097741723
passage,It was a narrow passage.,It was a literary passage.,False,Polysemy,0.888888889,0.418398261,0.0909217
passage,It was a narrow passage.,It was a biblical passage.,False,Polysemy,0.230769231,0.45705986,0.074587941
passage,It was a secret passage.,It was a narrow passage.,True,Polysemy,3.692307692,0.096275568,0.074709654
passage,It was a literary passage.,It was a biblical passage.,True,Polysemy,3.611111111,0.191856861,0.039234698
pen,She penned her animals.,She penned her memoirs.,False,Homonymy,0.4,0.464779556,0.138799191
pen,She penned her animals.,She penned her thoughts.,False,Homonymy,0.545454545,0.322282195,0.094427526
pen,She penned her livestock.,She penned her memoirs.,False,Homonymy,0.647058824,0.480618358,0.185153425
pen,She penned her livestock.,She penned her thoughts.,False,Homonymy,0.5,0.354411125,0.140421927
pen,She penned her animals.,She penned her livestock.,True,Homonymy,3.529411765,0.078797758,0.03989011
pen,She penned her memoirs.,She penned her thoughts.,True,Homonymy,3.3,0.447730839,0.078773856
perch,It was a tasty perch.,It was a lofty perch.,False,Homonymy,0.666666667,0.161617517,0.047499657
perch,It was a tasty perch.,It was a secure perch.,False,Homonymy,0.6,0.173960328,0.0516572
perch,It was a freshwater perch.,It was a lofty perch.,False,Homonymy,1.3125,0.316257119,0.119325459
perch,It was a freshwater perch.,It was a secure perch.,False,Homonymy,1.666666667,0.333974421,0.116146207
perch,It was a tasty perch.,It was a freshwater perch.,True,Homonymy,2.25,0.188228965,0.107634246
perch,It was a lofty perch.,It was a secure perch.,True,Homonymy,2.5,0.115147412,0.025611639
pick,He picked his coffee.,He picked his scab.,False,Polysemy,0.733333333,0.15991509,0.086674511
pick,He picked his coffee.,He picked his nose.,False,Polysemy,0.538461538,0.211315513,0.101501822
pick,He picked his dinner.,He picked his scab.,False,Polysemy,0.894736842,0.291501582,0.093960941
pick,He picked his dinner.,He picked his nose.,False,Polysemy,0.583333333,0.366639793,0.109284937
pick,He picked his coffee.,He picked his dinner.,True,Polysemy,3.428571429,0.221626163,0.06498313
pick,He picked his scab.,He picked his nose.,True,Polysemy,3.636363636,0.156949222,0.058389723
pitcher,He saw the fast pitcher.,He saw the glass pitcher.,False,Homonymy,0.071428571,0.448589623,0.058187366
pitcher,He saw the fast pitcher.,He saw the plastic pitcher.,False,Homonymy,0.307692308,0.352484643,0.079657257
pitcher,He saw the right-handed pitcher.,He saw the glass pitcher.,False,Homonymy,0.4,0.560444891,0.070770621
pitcher,He saw the right-handed pitcher.,He saw the plastic pitcher.,False,Homonymy,0.153846154,0.553768069,0.083898902
pitcher,He saw the fast pitcher.,He saw the right-handed pitcher.,True,Homonymy,3.785714286,0.514390618,0.066372216
pitcher,He saw the glass pitcher.,He saw the plastic pitcher.,True,Homonymy,3.5,0.054722905,0.028729558
poach,She poached the deer.,She poached the eggs.,False,Homonymy,0.833333333,0.177143097,0.146079957
poach,She poached the deer.,She poached the vegetables.,False,Homonymy,1.363636364,0.20310396,0.146395802
poach,She poached the bear.,She poached the eggs.,False,Homonymy,0.571428571,0.195071042,0.10395509
poach,She poached the bear.,She poached the vegetables.,False,Homonymy,0.5,0.273703039,0.119645
poach,She poached the deer.,She poached the bear.,True,Homonymy,3.842105263,0.075741172,0.030859768
poach,She poached the eggs.,She poached the vegetables.,True,Homonymy,3.142857143,0.094468653,0.037650466
port,It was a windy port.,It was a delicious port.,False,Homonymy,0.2,0.225065172,0.076441467
port,It was a windy port.,It was a sweet port.,False,Homonymy,1.5,0.230878294,0.060819387
port,It was a seaside port.,It was a delicious port.,False,Homonymy,0.538461538,0.208070636,0.083219051
port,It was a seaside port.,It was a sweet port.,False,Homonymy,1.4375,0.214503407,0.070518613
port,It was a windy port.,It was a seaside port.,True,Homonymy,3.416666667,0.160221756,0.081309736
port,It was a delicious port.,It was a sweet port.,True,Homonymy,3.0,0.06746316,0.034573555
position,He was in a distinguished position.,He was in a fetal position.,False,Polysemy,1.071428571,0.472413003,0.116409481
position,He was in a distinguished position.,He was in a yoga position.,False,Polysemy,1.0,0.377835095,0.123289764
position,He was in a prominent position.,He was in a fetal position.,False,Polysemy,0.888888889,0.421254575,0.099252403
position,He was in a prominent position.,He was in a yoga position.,False,Polysemy,0.923076923,0.326377571,0.100645661
position,He was in a distinguished position.,He was in a prominent position.,True,Polysemy,3.666666667,0.094648838,0.045653522
position,He was in a fetal position.,He was in a yoga position.,True,Polysemy,3.5,0.231586754,0.059286058
post,It was a wooden post.,It was a teaching post.,False,Homonymy,1.0,0.234244347,0.113972306
post,It was a wooden post.,It was a challenging post.,False,Homonymy,0.375,0.320349455,0.108090639
post,It was a fence post.,It was a teaching post.,False,Homonymy,0.583333333,0.295176446,0.096424758
post,It was a fence post.,It was a challenging post.,False,Homonymy,1.083333333,0.404846311,0.108451903
post,It was a wooden post.,It was a fence post.,True,Homonymy,3.833333333,0.137798846,0.066809416
post,It was a teaching post.,It was a challenging post.,True,Homonymy,1.363636364,0.205013216,0.096061766
punch,He had the alcoholic punch.,He had the strongest punch.,False,Homonymy,0.428571429,0.38242346,0.173151553
punch,He had the alcoholic punch.,He had the quickest punch.,False,Homonymy,0.222222222,0.408398867,0.199571908
punch,He had the fruit punch.,He had the strongest punch.,False,Homonymy,0.1,0.439917147,0.173324049
punch,He had the fruit punch.,He had the quickest punch.,False,Homonymy,0.142857143,0.450152278,0.186375141
punch,He had the alcoholic punch.,He had the fruit punch.,True,Homonymy,3.833333333,0.247438788,0.060580909
punch,He had the strongest punch.,He had the quickest punch.,True,Homonymy,3.777777778,0.060931325,0.042283833
pupil,She had a brilliant pupil.,She had a dilated pupil.,False,Homonymy,0.714285714,0.324471354,0.164594412
pupil,She had a brilliant pupil.,She had a cloudy pupil.,False,Homonymy,0.25,0.337472141,0.157416463
pupil,She had an interested pupil.,She had a dilated pupil.,False,Homonymy,0.071428571,0.343187094,0.158673644
pupil,She had an interested pupil.,She had a cloudy pupil.,False,Homonymy,0.153846154,0.353193879,0.220721304
pupil,She had a brilliant pupil.,She had an interested pupil.,True,Homonymy,3.692307692,0.116787791,0.080570936
pupil,She had a dilated pupil.,She had a cloudy pupil.,True,Homonymy,2.333333333,0.115702033,0.176072359
push,He pushed the cocaine.,He pushed the bed.,False,Polysemy,2.2,0.350416481,0.1085428
push,He pushed the cocaine.,He pushed the desk.,False,Polysemy,1.071428571,0.3361094,0.121903241
push,He pushed the drugs.,He pushed the bed.,False,Polysemy,0.846153846,0.363268316,0.127490759
push,He pushed the drugs.,He pushed the desk.,False,Polysemy,0.842105263,0.401321113,0.13549304
push,He pushed the cocaine.,He pushed the drugs.,True,Polysemy,3.857142857,0.217148781,0.05676192
push,He pushed the bed.,He pushed the desk.,True,Polysemy,4.0,0.094742,0.052688241
racket,That was a loud racket.,That was a badminton racket.,False,Homonymy,0.125,0.286288083,0.088480949
racket,That was a loud racket.,That was a tennis racket.,False,Homonymy,0.176470588,0.298933864,0.102135122
racket,That was an annoying racket.,That was a badminton racket.,False,Homonymy,0.166666667,0.262139261,0.062753677
racket,That was an annoying racket.,That was a tennis racket.,False,Homonymy,0.0,0.295964241,0.070475042
racket,That was a loud racket.,That was an annoying racket.,True,Homonymy,3.384615385,0.16136986,0.049786985
racket,That was a badminton racket.,That was a tennis racket.,True,Homonymy,3.666666667,0.044394433,0.016634107
rock,He liked electronic rock.,He liked limestone rock.,False,Homonymy,0.666666667,0.288080692,0.106014252
rock,He liked electronic rock.,He liked granite rock.,False,Homonymy,0.181818182,0.303245485,0.111593366
rock,He liked alternative rock.,He liked limestone rock.,False,Homonymy,0.357142857,0.328184485,0.106030166
rock,He liked alternative rock.,He liked granite rock.,False,Homonymy,0.166666667,0.344465852,0.114727795
rock,He liked electronic rock.,He liked alternative rock.,True,Homonymy,3.727272727,0.065356612,0.052857339
rock,He liked limestone rock.,He liked granite rock.,True,Homonymy,4.0,0.036675572,0.009861112
run,She ran the marathon.,She ran the shop.,False,Polysemy,0.583333333,0.329861701,0.181533337
run,She ran the marathon.,She ran the company.,False,Polysemy,0.625,0.332791328,0.209793985
run,She ran the race.,She ran the shop.,False,Polysemy,0.545454545,0.293900847,0.240969598
run,She ran the race.,She ran the company.,False,Polysemy,0.625,0.306116045,0.213883042
run,She ran the marathon.,She ran the race.,True,Polysemy,4.0,0.190988779,0.136221111
run,She ran the shop.,She ran the company.,True,Polysemy,4.0,0.058786392,0.086003184
sage,He saw the wise sage.,He saw the fragrant sage.,False,Homonymy,0.333333333,0.329650939,0.115150928
sage,He saw the wise sage.,He saw the bushy sage.,False,Homonymy,0.666666667,0.336821139,0.093836427
sage,He saw the renowned sage.,He saw the fragrant sage.,False,Homonymy,0.45,0.376201749,0.072128057
sage,He saw the renowned sage.,He saw the bushy sage.,False,Homonymy,0.818181818,0.394118071,0.083328903
sage,He saw the wise sage.,He saw the renowned sage.,True,Homonymy,3.230769231,0.123151422,0.080750287
sage,He saw the fragrant sage.,He saw the bushy sage.,True,Homonymy,2.5,0.041147172,0.045371413
scale,It was a fish scale.,It was a music scale.,False,Homonymy,0.133333333,0.177956939,0.097080171
scale,It was a fish scale.,It was a major scale.,False,Homonymy,0.428571429,0.38500911,0.134072304
scale,It was a lizard scale.,It was a music scale.,False,Homonymy,0.222222222,0.27836597,0.090644598
scale,It was a lizard scale.,It was a major scale.,False,Homonymy,0.307692308,0.436147988,0.133900106
scale,It was a fish scale.,It was a lizard scale.,True,Homonymy,3.5,0.110029995,0.043736637
scale,It was a music scale.,It was a major scale.,True,Homonymy,2.5,0.334735692,0.117534041
scene,It was a touching scene.,It was a nature scene.,False,Polysemy,2.611111111,0.314999282,0.075829029
scene,It was a touching scene.,It was a panoramic scene.,False,Polysemy,2.333333333,0.218982518,0.05799669
scene,It was a well-acted scene.,It was a nature scene.,False,Polysemy,1.636363636,0.546362102,0.057291746
scene,It was a well-acted scene.,It was a panoramic scene.,False,Polysemy,2.090909091,0.569117695,0.050116241
scene,It was a touching scene.,It was a well-acted scene.,True,Polysemy,3.857142857,0.564268559,0.083350897
scene,It was a nature scene.,It was a panoramic scene.,True,Polysemy,3.714285714,0.21104008,0.056977987
seal,It was a gold seal.,It was a circus seal.,False,Homonymy,0.2,0.121741474,0.086809099
seal,It was a gold seal.,It was a trained seal.,False,Homonymy,0.7,0.366402328,0.091768205
seal,It was a certified seal.,It was a circus seal.,False,Homonymy,0.090909091,0.218169928,0.110564947
seal,It was a certified seal.,It was a trained seal.,False,Homonymy,0.8,0.192974329,0.06107676
seal,It was a gold seal.,It was a certified seal.,True,Homonymy,3.411764706,0.262364924,0.094911754
seal,It was a circus seal.,It was a trained seal.,True,Homonymy,3.625,0.280324876,0.081836522
serve,She served a pie.,She served a summons.,False,Polysemy,1.777777778,0.378617704,0.183701873
serve,She served a pie.,She served a warrant.,False,Polysemy,1.0,0.549064308,0.169079483
serve,She served a lasagna.,She served a summons.,False,Polysemy,1.4375,0.403398216,0.215635061
serve,She served a lasagna.,She served a warrant.,False,Polysemy,1.714285714,0.531154156,0.204917371
serve,She served a pie.,She served a lasagna.,True,Polysemy,4.0,0.14031893,0.055636346
serve,She served a summons.,She served a warrant.,True,Polysemy,2.928571429,0.342206717,0.056954086
sing,The girl sang.,The bird sang.,False,Polysemy,3.705882353,0.233257055,0.07061404
sing,The girl sang.,The cricket sang.,False,Polysemy,2.916666667,0.283290148,0.129253685
sing,The choir sang.,The bird sang.,False,Polysemy,3.444444444,0.232686758,0.081282616
sing,The choir sang.,The cricket sang.,False,Polysemy,2.875,0.171961606,0.138810694
sing,The girl sang.,The choir sang.,True,Polysemy,4.0,0.205823958,0.064520538
sing,The bird sang.,The cricket sang.,True,Polysemy,3.777777778,0.185122371,0.078307152
spill,He spilled the drink.,He spilled the news.,False,Polysemy,1.111111111,0.328452051,0.127788305
spill,He spilled the drink.,He spilled the secret.,False,Polysemy,1.631578947,0.367769063,0.098430336
spill,He spilled the flour.,He spilled the news.,False,Polysemy,1.3125,0.32275182,0.162538171
